cnpj,pasta,download_individual,local_nfe,state_imported_nfe,gap_nfe,local_cte,state_imported_cte,gap_cte
59358770000153,0525_TRANS_NEW_ABC_TRANSPORTADORA_LTDA,NAO,0,21,0,0,698,0
22437523000132,0528_TRANSMONALIZA_TRANSPORTES_LTDA,NAO,0,11,0,0,4,0
48584510000341,0533_PAN_METAL_INDUSTRIA_METALURGICA_LTDA,NAO,0,0,0,0,0,0
02767766000121,0534_BBTL_TRANSPORTES_EXPRESSOS_DE_CARGAS_LTDA,NAO,0,0,0,0,526,0
07872634000183,0535_GTRAN_TRANSPORTES_E_LOGISTICA_LIMITADA,SIM,0,0,0,0,414,0
06218182000239,0545_BT_LOGISTICA_INTEGRADA_LTDA,NAO,0,1,0,0,68,0
60541240000710,0571_TECNOLOG_TRANSP.RODO-AEREO_E_LOG_LTDA,NAO,0,2,0,0,593,0
05261084000130,0572_BEST_LOG_SOLUTIONS_LOGISTICA_LTDA,SIM,0,238,0,0,1312,0
06698722000148,0573_DALMAZO_LOGISTICA_TRANSPORTES_LTDA,NAO,0,5,0,0,0,0
05451797000329,0579_GREEN_ROAD_SOLUCOES_LOGISTICAS_LTDA,NAO,0,0,0,0,0,0
03349915000286,0584_JAT_TRANSPORTES_E_LOGISTICA_S.A,SIM,0,0,0,0,12286,0
22519749000182,0591_HARUTOMI_EMPREENDIMENTOS_E_PARTICIPACOES_LTDA,NAO,0,0,0,0,0,0
10723722000128,0595_NISTA_TRANSPORTES_E_SERVICOS_LTDA,NAO,0,27,0,0,119,0
55451140000178,0633_TRANSPORTADORA_FORLUS_LTDA,NAO,0,0,0,0,566,0
20801224000100,0638_KSA_CITY_TRANSPORTES_LTDA,NAO,0,14,0,0,204,0
01838511000140,0640_WORK_CAR_TRANSPORTE_DE_VEICULOS_LTDA,NAO,0,82,0,0,165,0
07823831000102,0641_SOLIDEZ_TRANSPORTE_DE_VEICULOS_LTDA,NAO,0,16,0,0,24,0
06218182000310,0645_BT_LOGISTICA_INTEGRADA_LTDA,NAO,0,0,0,0,0,0
51146710000165,0649_TRANSPORTADORA_EVELYN_LTDA,SIM,0,16,0,0,105,0
06142647000134,0650_GPS_TRANSPORTES_E_LOGISTICA_S_A,SIM,0,4,0,0,1283,0
06142647001297,0651_GPS_TRANSPORTES_E_LOGISTICA_S_A,NAO,0,0,0,0,142,0
06142647000304,0652_GPS_TRANSPORTES_E_LOGISTICA_S_A,NAO,0,2,0,0,304,0
06142647000568,0654_GPS_TRANSPORTES_E_LOGISTICA_S_A,NAO,0,0,0,0,0,0
06142647001106,0655_GPS_TRANSPORTES_E_LOGISTICA_S_A,NAO,0,0,0,0,0,0
06142647001025,0658_GPS_TRANSPORTES_E_LOGISTICA_S_A,NAO,0,0,0,0,0,0
06142647000800,0659_GPS_TRANSPORTES_E_LOGISTICA_S_A,NAO,0,0,0,0,0,0
